last,first,sex,ro,event,qt,time,time_m,time_s,time_f,date,comp,comploc
MANAUDOU,Florent,Male,FRA,Men Freestyle 50m,OQT,00:21:52,0,21,52,20/06/2024,French Elite Championships,FRA
GUILIANO,Chris,Male,USA,Men Freestyle 50m,OQT,00:21:59,0,21,59,20/06/2024,US Olympic Team Trials 2024,USA
GROUSSET,Maxime,Male,FRA,Men Freestyle 50m,OQT,00:21:66,0,21,66,20/06/2024,French Elite Championships,FRA
SEELIGER,Bjoern,Male,SWE,Men Freestyle 50m,OQT,00:21:67,0,21,67,16/02/2024,World Aquatics Championships - Doha 2024,QAT
SZABO,Szebasztian,Male,HUN,Men Freestyle 50m,OQT,00:21:67,0,21,67,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
CASTANO GARCIA,Gabriel,Male,MEX,Men Freestyle 50m,OQT,00:21:67,0,21,67,13/04/2024,TYR Pro Swim Series San Antonio 2024,USA
CARTER,Dylan,Male,TTO,Men Freestyle 50m,OQT,00:21:69,0,21,69,15/12/2023,ASATT Invitational Swimming Championships 2023,TTO
GKOLOMEEV,Kristian,Male,GRE,Men Freestyle 50m,OQT,00:21:70,0,21,70,16/02/2024,World Aquatics Championships - Doha 2024,QAT
JI,Yuchan,Male,KOR,Men Freestyle 50m,OQT,00:21:72,0,21,72,25/09/2023,19th Asian Games 2023,CHN
CROOKS,Jordan,Male,CAY,Men Freestyle 50m,OQT,00:21:73,0,21,73,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
BILAS,Stergios Marios,Male,GRE,Men Freestyle 50m,OQT,00:21:73,0,21,73,23/06/2024,European Championships 2024,SRB
SIMONS,Kenzo,Male,NED,Men Freestyle 50m,OQT,00:21:73,0,21,73,16/02/2024,World Aquatics Championships - Doha 2024,QAT
DEPLANO,Leonardo,Male,ITA,Men Freestyle 50m,OQT,00:21:74,0,21,74,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
ZAZZERI,Lorenzo,Male,ITA,Men Freestyle 50m,OQT,00:21:80,0,21,80,16/02/2024,World Aquatics Championships - Doha 2024,QAT
MESTRE,Alberto,Male,VEN,Men Freestyle 50m,OQT,00:21:80,0,21,80,06/04/2024,9th Dominican Republic International Swim Open 2023,DOM
RYAN,Shane,Male,IRL,Men Freestyle 50m,OQT,00:21:82,0,21,82,22/06/2024,European Championships 2024,SRB
HO,Ian Yentou,Male,HKG,Men Freestyle 50m,OQT,00:21:83,0,21,83,16/02/2024,World Aquatics Championships - Doha 2024,QAT
ARMBRUSTER,Ben,Male,AUS,Men Freestyle 50m,OQT,00:21:84,0,21,84,12/06/2024,Australian Olympic & Paralympic Trials,AUS
CHERUTI,Meiron Amir,Male,ISR,Men Freestyle 50m,OQT,00:21:85,0,21,85,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
TOREPE-ORMSBY,Taiko Herangi Wiremu,Male,NZL,Men Freestyle 50m,OQT,00:21:86,0,21,86,13/04/2024,Apollo Projects New Zealand National Championships (50m) 2024,NZL
MATOS RIBEIRO,Diogo,Male,POR,Men Freestyle 50m,OQT,00:21:87,0,21,87,30/03/2023,Portuguese National Championships (50m),POR
SANTOS,Guilherme,Male,BRA,Men Freestyle 50m,OQT,00:21:88,0,21,88,11/05/2024,Brazilian Swimming Trophy - Brazil Olympic Trial 2024,BRA
TJON-A-JOE,Renzo,Male,NED,Men Freestyle 50m,OQT,00:21:88,0,21,88,09/04/2023,Eindhoven Qualification Meet 2023,NED
BARNA,Andrej,Male,SRB,Men Freestyle 50m,OQT,00:21:89,0,21,89,16/02/2024,World Aquatics Championships - Doha 2024,QAT
KARTAVI,Martin,Male,ISR,Men Freestyle 50m,OQT,00:21:90,0,21,90,20/01/2024,57th Challenge International de Geneve,SUI
SELIN,Artem,Male,GER,Men Freestyle 50m,OQT,00:21:90,0,21,90,28/04/2024,German National Championships (50m),GER
LUDWICZAK,Piotr,Male,POL,Men Freestyle 50m,OQT,00:21:90,0,21,90,23/06/2024,European Championships 2024,SRB
COHOON,Alexander,Male,GBR,Men Freestyle 50m,OQT,00:21:90,0,21,90,06/04/2024,British National Championships (50m),GBR
TAN,Jonathan Eu Jin,Male,SGP,Men Freestyle 50m,OQT,00:21:91,0,21,91,07/05/2023,32nd Southeast Asian Games 2023,CAM
NASCIMENTO,Miguel,Male,POR,Men Freestyle 50m,OQT,00:21:91,0,21,91,02/04/2023,Portuguese National Championships (50m),POR
PAN,Zhanle,Male,CHN,Men Freestyle 50m,OQT,00:21:92,0,21,92,25/09/2023,19th Asian Games 2023,CHN
SCHREUDERS,Mikel,Male,ARU,Men Freestyle 50m,OQT,00:21:93,0,21,93,30/11/2023,Toyota US Open 2023,USA
LIA,Nicholas,Male,NOR,Men Freestyle 50m,OQT,00:21:94,0,21,94,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
FANNON,Thomas,Male,IRL,Men Freestyle 50m,OQT,00:21:94,0,21,94,23/05/2024,Irish Open Championships 2024 - Dublin - Semi-Finals,IRL
HRIBAR,Jere,Male,CRO,Men Freestyle 50m,OQT,00:21:94,0,21,94,13/04/2024,Speedo Canadian Swimming Open 2024,CAN
DUSA,Matej,Male,SVK,Men Freestyle 50m,U,00:22:11,0,22,11,16/02/2024,World Aquatics Championships - Doha 2024,QAT
SOMOV,Evgenii,Male,AIN,Men Freestyle 50m,U,00:22:57,0,22,57,18/05/2024,Atlanta Classic 2024,USA
MICALLEF,Kyle,Male,MLT,Men Freestyle 50m,U,00:22:80,0,22,80,22/06/2024,European Championships 2024,SRB
SIJUADE,Oluwatobiloba Adeope,Male,NGR,Men Freestyle 50m,U,00:22:84,0,22,84,08/04/2023,British National Championships (50m),GBR
YOUNG,David,Male,FIJ,Men Freestyle 50m,U,00:22:87,0,22,87,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MASO,Alaa,Male,EOR,Men Freestyle 50m,U,00:23:06,0,23,6,23/04/2023,Berlin Swim Open 2023,GER
SHAMAMBO,Damien,Male,ZAM,Men Freestyle 50m,U,00:23:86,0,23,86,13/03/2024,13th African Games,GHA
JOACHIM,Alex,Male,VIN,Men Freestyle 50m,U,00:24:02,0,24,2,17/08/2023,35th CCCAN Swimming Championships 2023,ESA
GOMES,Filipe,Male,MAW,Men Freestyle 50m,U,00:24:20,0,24,20,30/03/2023,Portuguese National Championships (50m),POR
HUSSAIN,Mohamed Aan,Male,MDV,Men Freestyle 50m,U,00:24:28,0,24,28,26/05/2024,66th Malaysia Open Swimming Championships 2024,MAS
GANIRA,Belly-Cresus,Male,BDI,Men Freestyle 50m,U,00:24:32,0,24,32,16/02/2024,World Aquatics Championships - Doha 2024,QAT
LAWRENCE,Warren Adam,Male,DMA,Men Freestyle 50m,U,00:24:51,0,24,51,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
OWUSU,Aaron Ghebre,Male,ERI,Men Freestyle 50m,U,00:25:66,0,25,66,16/02/2024,World Aquatics Championships - Doha 2024,QAT
BOLLIN,Thierry,Male,SUI,Men Freestyle 50m,U,00:25:70,0,25,70,15/07/2023,Swiss Summer Championships (50m),SUI
HOSEI,Jion,Male,PLW,Men Freestyle 50m,U,00:25:76,0,25,76,22/11/2023,17th Pacific Games 2023,SOL
HOUSSEIN BARKAT,Houmed,Male,DJI,Men Freestyle 50m,U,00:25:80,0,25,80,16/02/2024,World Aquatics Championships - Doha 2024,QAT
DOUA,Camil,Male,MTN,Men Freestyle 50m,U,00:25:93,0,25,93,16/02/2024,World Aquatics Championships - Doha 2024,QAT
MADKAMOV,Fakhriddin,Male,TJK,Men Freestyle 50m,U,00:26:38,0,26,38,16/02/2024,World Aquatics Championships - Doha 2024,QAT
NAPARE,Souleymane,Male,BUR,Men Freestyle 50m,U,00:26:51,0,26,51,16/02/2024,World Aquatics Championships - Doha 2024,QAT
DIALLO,Elhadj N'Gnane,Male,GUI,Men Freestyle 50m,U,00:26:77,0,26,77,26/05/2024,66th Malaysia Open Swimming Championships 2024,MAS
TATI,Jose,Male,CPV,Men Freestyle 50m,U,00:26:82,0,26,82,04/05/2024,16th Africa Aquatics Swimming & Open Water Championships,ANG
JOBE,Ousman,Male,GAM,Men Freestyle 50m,U,00:26:90,0,26,90,26/05/2024,66th Malaysia Open Swimming Championships 2024,MAS
WYSE,Joshua,Male,SLE,Men Freestyle 50m,U,00:27:09,0,27,9,13/03/2024,13th African Games,GHA
ANWARI,Fahim,Male,AFG,Men Freestyle 50m,U,00:27:16,0,27,16,25/09/2023,19th Asian Games 2023,CHN
DAOU,Magnim Jordano,Male,TOG,Men Freestyle 50m,U,00:27:42,0,27,42,04/05/2024,16th Africa Aquatics Swimming & Open Water Championships,ANG
NDOMBE IMPELENGA,Aristote,Male,COD,Men Freestyle 50m,U,00:27:51,0,27,51,04/05/2024,16th Africa Aquatics Swimming & Open Water Championships,ANG
KINONO,Phillip,Male,MHL,Men Freestyle 50m,U,00:27:60,0,27,60,22/11/2023,17th Pacific Games 2023,SOL
MPALI,Adam,Male,GAB,Men Freestyle 50m,U,00:28:15,0,28,15,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MAYALA,Freddy,Male,CGO,Men Freestyle 50m,U,00:28:61,0,28,61,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
NISBETT,Troy,Male,SKN,Men Freestyle 50m,U,00:29:02,0,29,2,02/04/2024,37th CARIFTA Swimming Championships 2024,BAH
NDONG OBAMA,Higinio,Male,GEQ,Men Freestyle 50m,U,00:29:13,0,29,13,13/03/2024,13th African Games,GHA
GUTERRES,Jolanio,Male,TLS,Men Freestyle 50m,U,00:29:67,0,29,67,07/05/2023,32nd Southeast Asian Games 2023,CAM
ROGERY,Pedro,Male,GBS,Men Freestyle 50m,U,00:30:20,0,30,20,13/03/2024,13th African Games,GHA
TENGUE,Terence,Male,CAF,Men Freestyle 50m,U,00:31:36,0,31,36,13/03/2024,13th African Games,GHA
MAMANE HAMISSOU ABBA,Marouane,Male,NIG,Men Freestyle 50m,U,00:32:67,0,32,67,08/12/2023,15th Africa Aquatics Junior Swimming and Open Water Championships,MRI
SHORT,Samuel,Male,AUS,Men Freestyle 800m,OQT,07:37:76,7,37,76,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
FINKE,Bobby,Male,USA,Men Freestyle 800m,OQT,07:38:67,7,38,67,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
WIFFEN,Daniel,Male,IRL,Men Freestyle 800m,OQT,07:39:19,7,39,19,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
SCHWARZ,Sven,Male,GER,Men Freestyle 800m,OQT,07:41:77,7,41,77,13/08/2023,European U23 Swimming Championships,IRL
WINNINGTON,Elijah,Male,AUS,Men Freestyle 800m,OQT,07:42:95,7,42,95,14/02/2024,World Aquatics Championships - Doha 2024,QAT
PALTRINIERI,Gregorio,Male,ITA,Men Freestyle 800m,OQT,07:42:98,7,42,98,14/02/2024,World Aquatics Championships - Doha 2024,QAT
WELLBROCK,Florian,Male,GER,Men Freestyle 800m,OQT,07:42:99,7,42,99,22/04/2023,Berlin Swim Open 2023,GER
ROMANCHUK,Mykhailo,Male,UKR,Men Freestyle 800m,OQT,07:43:08,7,43,8,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
WHITLOCK,Luke,Male,USA,Men Freestyle 800m,OQT,07:45:19,7,45,19,18/06/2024,US Olympic Team Trials 2024,USA
JAOUADI,Ahmed,Male,TUN,Men Freestyle 800m,OQT,07:45:31,7,45,31,19/06/2024,French Elite Championships,FRA
de TULLIO,Luca,Male,ITA,Men Freestyle 800m,OQT,07:45:80,7,45,80,22/06/2024,60th International Trophy Sette Colli,ITA
COSTA,Guilherme,Male,BRA,Men Freestyle 800m,OQT,07:45:80,7,45,80,25/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
KIM,Woomin,Male,KOR,Men Freestyle 800m,OQT,07:46:03,7,46,3,28/09/2023,19th Asian Games 2023,CHN
ELKAMASH,Marwan,Male,EGY,Men Freestyle 800m,OQT,07:46:55,7,46,55,25/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
JOHANSSON,Victor,Male,SWE,Men Freestyle 800m,OQT,07:47:04,7,47,4,13/02/2024,World Aquatics Championships - Doha 2024,QAT
ZHANG,Zhanshuo,Male,CHN,Men Freestyle 800m,OQT,07:47:84,7,47,84,22/04/2024,Chinese National Championships (50m),CHN
FEI,Liwei,Male,CHN,Men Freestyle 800m,OQT,07:47:86,7,47,86,22/04/2024,Chinese National Championships (50m),CHN
TUNCELLI,Kuzey,Male,TUR,Men Freestyle 800m,OQT,07:48:53,7,48,53,13/02/2024,World Aquatics Championships - Doha 2024,QAT
MARKOS,Dimitrios,Male,GRE,Men Freestyle 800m,OQT,07:48:59,7,48,59,19/06/2024,European Championships 2024,SRB
BRICOUT,Pacome,Male,FRA,Men Freestyle 800m,OQT,07:48:63,7,48,63,19/06/2024,French Elite Championships,FRA
MESTRE VIVAS,Alfonso Enrique,Male,VEN,Men Freestyle 800m,OQT,07:48:66,7,48,66,25/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
JOENTVEDT,Jon,Male,NOR,Men Freestyle 800m,OQT,07:48:97,7,48,97,22/04/2023,Bergen Swim Festival 2023,NOR
SARKANY,Zalan,Male,HUN,Men Freestyle 800m,OQT,07:49:29,7,49,29,19/06/2024,European Championships 2024,SRB
CHRISTIANSEN,Henrik,Male,NOR,Men Freestyle 800m,OQT,07:49:39,7,49,39,22/04/2023,Bergen Swim Festival 2023,NOR
AUBRY,David,Male,FRA,Men Freestyle 800m,OQT,07:49:44,7,49,44,19/06/2024,French Elite Championships,FRA
STANCU,Vlad Stefan,Male,ROU,Men Freestyle 800m,OQT,07:49:68,7,49,68,08/07/2023,European Junior Swimming Championships 2023,SRB
SIBIRTSEV,Ilia,Male,UZB,Men Freestyle 800m,OQT,07:50:05,7,50,5,21/06/2024,Mel Zajac Jr. International,CAN
GARACH BENITO,Carlos,Male,ESP,Men Freestyle 800m,OQT,07:50:56,7,50,56,13/02/2024,World Aquatics Championships - Doha 2024,QAT
AUBOECK,Felix,Male,AUT,Men Freestyle 800m,OQT,07:50:93,7,50,93,02/12/2023,Rotterdam Qualification Meet 2023,NED
NGUYEN,Huy Hoang,Male,VIE,Men Freestyle 800m,OQT,07:51:44,7,51,44,28/09/2023,19th Asian Games 2023,CHN
HENVEAUX,Lucas Pierre A,Male,BEL,Men Freestyle 800m,OCT,07:52:10,7,52,10,13/02/2024,World Aquatics Championships - Doha 2024,QAT
DRUENNE,Theo,Male,MON,Men Freestyle 800m,U,08:32:98,8,32,98,16/06/2023,French Elite Championships,FRA
WANG,Shun,Male,CHN,Men Medley 200m,OQT,01:54:62,1,54,62,24/09/2023,19th Asian Games 2023,CHN
MARCHAND,Leon,Male,FRA,Men Medley 200m,OQT,01:54:82,1,54,82,27/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
FOSTER,Carson,Male,USA,Men Medley 200m,OQT,01:55:65,1,55,65,21/06/2024,US Olympic Team Trials 2024,USA
CASAS,Shaine,Male,USA,Men Medley 200m,OQT,01:55:83,1,55,83,21/06/2024,US Olympic Team Trials 2024,USA
SCOTT,Duncan,Male,GBR,Men Medley 200m,OQT,01:55:91,1,55,91,05/04/2024,British National Championships (50m),GBR
KNOX,Finlay,Male,CAN,Men Medley 200m,OQT,01:56:07,1,56,7,18/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
DEAN,Tom,Male,GBR,Men Medley 200m,OQT,01:56:07,1,56,7,27/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
RAZZETTI,Alberto,Male,ITA,Men Medley 200m,OQT,01:56:21,1,56,21,28/11/2023,Italian Open Swimming Championships (50m),ITA
GONZALEZ,Hugo,Male,ESP,Men Medley 200m,OQT,01:56:48,1,56,48,21/06/2024,Spanish Summer Open Championships - Spanish Trials,ESP
SETO,Daiya,Male,JPN,Men Medley 200m,OQT,01:56:62,1,56,62,06/04/2023,Japan National Championships 2023 (50m),JPN
POLONSKY,Ron,Male,ISR,Men Medley 200m,OQT,01:57:01,1,57,1,22/06/2024,European Championships 2024,SRB
CLAREBURT,Lewis,Male,NZL,Men Medley 200m,OQT,01:57:36,1,57,36,13/04/2024,Apollo Projects New Zealand National Championships (50m) 2024,NZL
NEILL,Thomas,Male,AUS,Men Medley 200m,OQT,01:57:41,1,57,41,12/12/2023,Hancock Prospecting Queensland Championships 2023,AUS
PETRIC,William,Male,AUS,Men Medley 200m,OQT,01:57:54,1,57,54,13/06/2024,Australian Olympic & Paralympic Trials,AUS
SATES,Matthew,Male,RSA,Men Medley 200m,OQT,01:57:72,1,57,72,21/10/2023,World Aquatics Swimming World Cup 2023,HUN
ZOMBORI,Gabor,Male,HUN,Men Medley 200m,OQT,01:57:88,1,57,88,09/04/2024,Hungarian National Championships (50m),HUN
DESPLANCHES,Jeremy,Male,SUI,Men Medley 200m,OCT,01:58:00,1,58,0,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
SAKA,Berke,Male,TUR,Men Medley 200m,OCT,01:58:20,1,58,20,04/08/2023,TUR Arena Championships,TUR
SYOUD,Jaouad,Male,ALG,Men Medley 200m,U,01:59:98,1,59,98,14/06/2023,French Elite Championships,FRA
PAPASTAMOS,Apostolos,Male,GRE,Men Medley 200m,U,02:00:80,2,0,80,23/06/2024,60th International Trophy Sette Colli,ITA
GORDILLO,Erick,Male,GUA,Men Medley 200m,U,02:00:97,2,0,97,25/06/2023,24th Central American and Caribbean Games 2023,ESA
PERIBONIO AVILA,Tomas,Male,ECU,Men Medley 200m,U,02:01:14,2,1,14,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MATEOS,Matheo,Male,PAR,Men Medley 200m,U,02:03:31,2,3,31,09/05/2024,Brazilian Swimming Trophy - Brazil Olympic Trial 2024,BRA
NUNEZ del PRADO,Esteban,Male,BOL,Men Medley 200m,U,02:04:56,2,4,56,12/05/2024,Grand Prix Pardubice,CZE
BACHMANN,Simon,Male,SEY,Men Medley 200m,U,02:05:95,2,5,95,14/06/2023,French Elite Championships,FRA
MARCHAND,Leon,Male,FRA,Men Medley 400m,OQT,04:02:50,4,2,50,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
FOSTER,Carson,Male,USA,Men Medley 400m,OQT,04:06:56,4,6,56,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
SETO,Daiya,Male,JPN,Men Medley 400m,OQT,04:07:92,4,7,92,04/04/2023,Japan National Championships 2023 (50m),JPN
KALISZ,Chase,Male,USA,Men Medley 400m,OQT,04:08:22,4,8,22,29/06/2023,Phillips 66 National Championships (50m),USA
LITCHFIELD,Max,Male,GBR,Men Medley 400m,OQT,04:09:14,4,9,14,04/04/2024,British National Championships (50m),GBR
RAZZETTI,Alberto,Male,ITA,Men Medley 400m,OQT,04:09:29,4,9,29,30/11/2023,Italian Open Swimming Championships (50m),ITA
CLAREBURT,Lewis,Male,NZL,Men Medley 400m,OQT,04:09:72,4,9,72,18/02/2024,World Aquatics Championships - Doha 2024,QAT
MATSUSHITA,Tomoyuki,Male,JPN,Men Medley 400m,OQT,04:10:04,4,10,4,18/03/2024,Japan Selection Trial for Olympic Games 2024,JPN
SMITH,Brendon,Male,AUS,Men Medley 400m,OQT,04:10:18,4,10,18,15/06/2024,Australian Olympic & Paralympic Trials,AUS
PAPASTAMOS,Apostolos,Male,GRE,Men Medley 400m,OQT,04:10:83,4,10,83,17/06/2024,European Championships 2024,SRB
HOLLO,Balazs,Male,HUN,Men Medley 400m,OQT,04:11:51,4,11,51,17/06/2024,European Championships 2024,SRB
ZOMBORI,Gabor,Male,HUN,Men Medley 400m,OQT,04:11:70,4,11,70,17/06/2024,European Championships 2024,SRB
JANKOVICS,Tristan,Male,CAN,Men Medley 400m,OQT,04:11:74,4,11,74,14/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
PETRIC,William,Male,AUS,Men Medley 400m,OQT,04:11:78,4,11,78,15/06/2024,Australian Olympic & Paralympic Trials,AUS
BUSSING,Cedric,Male,GER,Men Medley 400m,OQT,04:12:33,4,12,33,12/04/2024,Eindhoven Qualification Meet 2024,NED
ZHANG,Zhanshuo,Male,CHN,Men Medley 400m,OQT,04:12:44,4,12,44,08/09/2023,World Aquatics Junior Swimming Championships 2023,ISR
SMITH,Regan,Female,USA,Women Backstroke 100m,OQT,00:57:13,0,57,13,18/06/2024,US Olympic Team Trials 2024,USA
McKEOWN,Kaylee,Female,AUS,Women Backstroke 100m,OQT,00:57:33,0,57,33,21/10/2023,World Aquatics Swimming World Cup 2023,HUN
BERKOFF,Katharine,Female,USA,Women Backstroke 100m,OQT,00:57:83,0,57,83,17/06/2024,US Olympic Team Trials 2024,USA
MASSE,Kylie,Female,CAN,Women Backstroke 100m,OQT,00:57:94,0,57,94,15/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
ANDERSON,Iona,Female,AUS,Women Backstroke 100m,OQT,00:58:43,0,58,43,11/06/2024,Australian Olympic & Paralympic Trials,AUS
TEREBO,Emma,Female,FRA,Women Backstroke 100m,OQT,00:58:79,0,58,79,17/06/2024,French Elite Championships,FRA
WILM,Ingrid,Female,CAN,Women Backstroke 100m,OQT,00:58:80,0,58,80,28/03/2023,Bell Canadian Swimming Trials 2023,CAN
WAN,Letian,Female,CHN,Women Backstroke 100m,OQT,00:59:02,0,59,2,22/04/2024,Chinese National Championships (50m),CHN
HILL,Danielle,Female,IRL,Women Backstroke 100m,OQT,00:59:11,0,59,11,22/05/2024,Irish Open Championships 2024 - Dublin - Semi-Finals,IRL
GASTALDELLO,Beryl,Female,FRA,Women Backstroke 100m,OQT,00:59:17,0,59,17,17/06/2024,French Elite Championships,FRA
WANG,Xueer,Female,CHN,Women Backstroke 100m,OQT,00:59:45,0,59,45,21/04/2024,Chinese National Championships (50m),CHN
HARRIS,Medi,Female,GBR,Women Backstroke 100m,OQT,00:59:62,0,59,62,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
WEILER SASTRE,Carmen,Female,ESP,Women Backstroke 100m,OQT,00:59:65,0,59,65,18/06/2024,Spanish Summer Open Championships - Spanish Trials,ESP
de WAARD,Maaike,Female,NED,Women Backstroke 100m,OQT,00:59:65,0,59,65,08/04/2023,Eindhoven Qualification Meet 2023,NED
DAWSON,Kathleen,Female,GBR,Women Backstroke 100m,OQT,00:59:74,0,59,74,03/04/2024,British National Championships (50m),GBR
PISKORSKA,Adela,Female,POL,Women Backstroke 100m,OQT,00:59:79,0,59,79,22/06/2024,LEN Championships 2024,SRB
VANOTTERDIJK,Roos,Female,BEL,Women Backstroke 100m,OQT,00:59:87,0,59,87,22/04/2023,Open Belgian Championships (50m),BEL
TOUSSAINT,Kira,Female,NED,Women Backstroke 100m,OQT,00:59:88,0,59,88,08/04/2023,Eindhoven Qualification Meet 2023,NED
SHKURDAI,Anastasiya,Female,AIN,Women Backstroke 100m,OQT,00:59:90,0,59,90,21/10/2023,World Aquatics Swimming World Cup 2023,HUN
HANSSON,Louise,Female,SWE,Women Backstroke 100m,OQT,00:59:93,0,59,93,18/02/2024,World Aquatics Championships - Doha 2024,QAT
PULIDO ORTIZ,Celia,Female,MEX,Women Backstroke 100m,U,01:00:60,1,0,60,19/06/2024,36th CCCAN Swimming Championships 2024,MEX
SHARAFUTDINOVA,Nika,Female,UKR,Women Backstroke 100m,U,01:00:91,1,0,91,22/06/2024,European Championships 2024,SRB
HARVEY,Emma,Female,BER,Women Backstroke 100m,U,01:01:21,1,1,21,30/05/2024,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2024,ESP
GEORGIEVA,Gabriela,Female,BUL,Women Backstroke 100m,U,01:01:42,1,1,42,12/02/2024,World Aquatics Championships - Doha 2024,QAT
IGNATOVA,Xeniya,Female,KAZ,Women Backstroke 100m,U,01:01:45,1,1,45,28/02/2024,11th Asian Age Group Championships 2024,PHI
BARZELAY,Aviv,Female,ISR,Women Backstroke 100m,U,01:01:54,1,1,54,06/06/2024,Olympic Trials Israel,ISR
CHEUNG,Sum Yuet Cindy,Female,HKG,Women Backstroke 100m,U,01:01:57,1,1,57,09/09/2023,World Aquatics Junior Swimming Championships 2023,ISR
FERGUSON,Zuri,Female,TTO,Women Backstroke 100m,U,01:02:23,1,2,23,19/06/2024,36th CCCAN 2024,MEX
MEJIA,Lucero,Female,GUA,Women Backstroke 100m,U,01:02:60,1,2,60,19/06/2024,36th CCCAN Swimming Championships 2024,MEX
JIMENEZ,Elizabeth,Female,DOM,Women Backstroke 100m,U,01:03:45,1,3,45,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MARQUEZ,Celina,Female,ESA,Women Backstroke 100m,U,01:03:69,1,3,69,19/06/2024,36th CCCAN Swimming Championships 2024,MEX
ALOBAIDLI,Amani,Female,BRN,Women Backstroke 100m,U,01:04:76,1,4,76,12/12/2023,Hancock Prospecting Queensland Championships 2023,AUS
SENAVIRATHNE,Ganga,Female,SRI,Women Backstroke 100m,U,01:04:80,1,4,80,21/06/2023,18th Singapore National Championships (50m),SGP
PRIMOVA,Aynura,Female,TKM,Women Backstroke 100m,U,01:08:22,1,8,22,04/09/2023,World Aquatics Junior Swimming Championships 2023,ISR
DONELLI,Denise,Female,MOZ,Women Backstroke 100m,U,01:09:11,1,9,11,12/03/2024,13th African Games,GHA
ALMUKHTAR,Maleek,Female,LBA,Women Backstroke 100m,U,01:10:54,1,10,54,06/12/2023,15th Africa Aquatics Junior Swimming and Open Water Championships,MRI
McKEOWN,Kaylee,Female,AUS,Women Backstroke 200m,OQT,02:03:30,2,3,30,13/06/2024,Australian Olympic & Paralympic Trials,AUS
SMITH,Regan,Female,USA,Women Backstroke 200m,OQT,02:03:80,2,3,80,28/06/2023,Phillips 66 National Championships (50m),USA
MASSE,Kylie,Female,CAN,Women Backstroke 200m,OQT,02:06:24,2,6,24,16/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
BACON,Phoebe,Female,USA,Women Backstroke 200m,OQT,02:06:27,2,6,27,21/06/2024,US Olympic Team Trials 2024,USA
PENG,Xuwei,Female,CHN,Women Backstroke 200m,OQT,02:06:74,2,6,74,29/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
BARCLAY,Jaclyn,Female,AUS,Women Backstroke 200m,OQT,02:07:03,2,7,3,17/02/2024,World Aquatics Championships - Doha 2024,QAT
SHANAHAN,Katie,Female,GBR,Women Backstroke 200m,OQT,02:07:45,2,7,45,29/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
PANZIERA,Margherita,Female,ITA,Women Backstroke 200m,OQT,02:08:12,2,8,12,17/04/2023,Italian National Championships (50m),ITA
LIU,Yaxin,Female,CHN,Women Backstroke 200m,OQT,02:08:18,2,8,18,02/08/2023,31st Summer Universiade 2023,CHN
OSRIN,Honey,Female,GBR,Women Backstroke 200m,OQT,02:08:37,2,8,37,05/04/2024,British National Championships (50m),GBR
TEREBO,Emma,Female,FRA,Women Backstroke 200m,OQT,02:08:45,2,8,45,25/05/2024,Mare Nostrum - Meeting International de Canet-en-Roussillon 2024,FRA
GORBENKO,Anastasia,Female,ISR,Women Backstroke 200m,OQT,02:08:54,2,8,54,29/05/2024,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2024,ESP
SZABO-FELTOTHY,Eszter,Female,HUN,Women Backstroke 200m,OQT,02:08:85,2,8,85,22/04/2023,Hungarian National Championships (50m),HUN
WEILER SASTRE,Carmen,Female,ESP,Women Backstroke 200m,OQT,02:08:89,2,8,89,20/06/2024,Spanish Summer Open Championships - Spanish Trials,ESP
REBELO,Camila,Female,POR,Women Backstroke 200m,OQT,02:08:95,2,8,95,18/06/2024,European Championships 2024,SRB
